t,cell_id,z,y,x,volume
49,225,11.0,151.0,396.0,75.0
49,259,9.0,290.0,222.0,75.0
49,290,10.0,274.0,311.0,75.0
49,322,13.0,391.0,327.0,75.0
49,353,12.0,380.0,427.0,75.0
49,386,20.0,122.0,372.0,75.0
49,417,16.0,133.0,478.0,75.0
49,449,24.0,180.0,488.0,75.0
49,480,22.0,229.0,564.0,75.0
49,514,26.0,314.0,224.0,75.0
49,541,23.0,385.0,289.0,75.0
49,565,24.0,235.0,311.0,75.0
49,590,26.0,230.0,433.0,75.0
49,610,21.0,347.0,379.0,75.0
49,625,19.0,319.0,471.0,75.0
49,642,12.0,263.0,404.0,75.0
49,671,13.0,222.0,528.0,75.0
49,703,17.0,311.0,576.0,75.0
49,718,23.0,364.0,537.0,75.0
50,4,19.0,235.0,131.0,75.0
50,35,11.0,203.0,177.0,75.0
50,67,19.0,335.0,156.0,75.0
50,98,15.0,389.0,236.0,75.0
50,131,23.0,184.0,206.0,75.0
50,162,22.0,138.0,301.0,75.0
50,194,13.0,146.0,261.0,75.0
50,225,12.0,155.0,393.0,75.0
50,259,10.0,288.0,213.0,75.0
50,290,10.0,271.0,302.0,75.0
50,322,13.0,389.0,315.0,75.0
50,353,11.0,378.0,422.0,75.0
50,386,19.0,111.0,383.0,75.0
50,417,16.0,133.0,480.0,75.0
50,449,25.0,178.0,490.0,75.0
50,480,23.0,230.0,565.0,75.0
50,514,26.0,318.0,218.0,75.0
50,541,24.0,393.0,296.0,75.0
50,565,23.0,232.0,309.0,75.0
50,590,25.0,231.0,436.0,75.0
50,610,21.0,351.0,377.0,75.0
50,625,19.0,320.0,468.0,75.0
50,642,13.0,266.0,399.0,75.0
50,671,13.0,225.0,519.0,75.0
50,703,17.0,311.0,576.0,75.0
50,718,23.0,363.0,536.0,75.0
51,4,19.0,240.0,128.0,75.0
51,35,12.0,203.0,170.0,75.0
51,67,20.0,333.0,154.0,75.0
51,98,15.0,384.0,230.0,75.0
51,131,24.0,182.0,205.0,75.0
51,162,23.0,131.0,292.0,75.0
51,194,13.0,147.0,256.0,75.0
51,225,12.0,155.0,385.0,75.0
51,259,9.0,290.0,217.0,75.0
51,290,10.0,266.0,303.0,75.0
51,322,13.0,389.0,312.0,75.0
51,353,12.0,386.0,419.0,75.0
51,386,20.0,113.0,381.0,75.0
51,417,17.0,133.0,479.0,75.0
51,449,25.0,171.0,488.0,75.0
51,480,22.0,234.0,571.0,75.0
51,514,26.0,322.0,224.0,75.0
51,541,23.0,394.0,299.0,75.0
51,565,23.0,237.0,309.0,75.0
51,590,24.0,225.0,431.0,75.0
51,610,20.0,336.0,378.0,75.0
51,625,19.0,315.0,465.0,75.0
51,642,12.0,252.0,408.0,75.0
51,671,12.0,224.0,521.0,75.0
51,703,17.0,313.0,571.0,75.0
51,718,22.0,359.0,543.0,75.0
52,4,19.0,248.0,123.0,75.0
52,35,13.0,199.0,168.0,75.0
52,67,19.0,341.0,161.0,75.0
52,98,13.0,388.0,232.0,75.0
52,131,23.0,190.0,200.0,75.0
52,162,23.0,144.0,288.0,75.0
52,194,13.0,149.0,255.0,75.0
52,225,13.0,145.0,387.0,75.0
52,259,11.0,281.0,219.0,75.0
52,290,10.0,261.0,309.0,75.0
52,322,12.0,391.0,319.0,75.0
52,353,12.0,388.0,421.0,75.0
52,386,20.0,118.0,380.0,75.0
52,417,18.0,134.0,479.0,75.0
52,449,25.0,177.0,489.0,75.0
52,480,22.0,235.0,568.0,75.0
52,514,25.0,325.0,236.0,75.0
52,541,23.0,394.0,294.0,75.0
52,565,24.0,236.0,312.0,75.0
52,590,25.0,230.0,422.0,75.0
52,610,20.0,337.0,375.0,75.0
52,625,19.0,318.0,465.0,75.0
52,643,11.0,235.0,394.0,75.0
52,656,13.0,271.0,428.0,75.0
52,672,10.0,200.0,511.0,75.0
52,687,12.0,247.0,545.0,75.0
52,703,18.0,317.0,570.0,75.0
52,718,23.0,366.0,535.0,75.0
53,4,19.0,251.0,127.0,75.0
53,35,13.0,201.0,172.0,75.0
53,67,18.0,337.0,165.0,75.0
53,98,15.0,388.0,235.0,75.0
53,131,23.0,196.0,196.0,75.0
53,162,22.0,145.0,283.0,75.0
53,194,12.0,146.0,259.0,75.0
53,225,13.0,147.0,388.0,75.0
53,259,11.0,283.0,220.0,75.0
53,290,10.0,261.0,315.0,75.0
53,322,12.0,382.0,321.0,75.0
53,353,11.0,385.0,415.0,75.0
53,386,21.0,120.0,374.0,75.0
53,417,18.0,140.0,468.0,75.0
53,449,24.0,175.0,481.0,75.0
53,480,23.0,226.0,560.0,75.0
53,514,25.0,328.0,241.0,75.0
53,541,22.0,399.0,301.0,75.0
53,565,23.0,238.0,304.0,75.0
53,590,25.0,231.0,419.0,75.0
53,610,19.0,326.0,377.0,75.0
53,625,19.0,310.0,471.0,75.0
53,643,11.0,231.0,403.0,75.0
53,656,11.0,277.0,447.0,75.0
53,672,9.0,194.0,509.0,75.0
53,687,12.0,246.0,551.0,75.0
53,703,18.0,314.0,577.0,75.0
53,718,23.0,362.0,538.0,75.0
54,4,19.0,252.0,130.0,75.0
54,35,13.0,204.0,173.0,75.0
54,67,18.0,337.0,170.0,75.0
54,98,15.0,382.0,243.0,75.0
54,131,22.0,197.0,196.0,75.0
54,162,22.0,149.0,282.0,75.0
54,194,13.0,151.0,255.0,75.0
54,225,12.0,151.0,374.0,75.0
54,259,10.0,285.0,221.0,75.0
54,290,11.0,260.0,320.0,75.0
54,322,12.0,380.0,323.0,75.0
54,353,11.0,382.0,409.0,75.0
54,386,21.0,119.0,369.0,75.0
54,417,19.0,143.0,466.0,75.0
54,449,24.0,174.0,477.0,75.0
54,480,22.0,219.0,550.0,75.0
54,514,24.0,326.0,236.0,75.0
54,541,22.0,401.0,298.0,75.0
54,565,24.0,241.0,303.0,75.0
54,590,25.0,227.0,410.0,75.0
54,610,19.0,325.0,383.0,75.0
54,625,20.0,306.0,477.0,75.0
54,643,10.0,232.0,411.0,75.0
54,656,11.0,282.0,462.0,75.0
54,672,9.0,194.0,515.0,75.0
54,687,12.0,248.0,559.0,75.0
54,703,19.0,315.0,578.0,75.0
54,718,23.0,363.0,534.0,75.0
55,4,18.0,247.0,131.0,75.0
55,35,13.0,211.0,178.0,75.0
55,67,19.0,332.0,171.0,75.0
55,98,15.0,384.0,239.0,75.0
55,131,23.0,196.0,194.0,75.0
55,162,22.0,153.0,280.0,75.0
55,194,13.0,152.0,261.0,75.0
55,225,12.0,159.0,368.0,75.0
55,259,10.0,285.0,221.0,75.0
55,290,11.0,265.0,324.0,75.0
55,322,12.0,382.0,323.0,75.0
55,353,11.0,378.0,412.0,75.0
55,386,22.0,121.0,371.0,75.0
55,417,18.0,145.0,464.0,75.0
55,449,25.0,174.0,478.0,75.0
55,480,22.0,216.0,550.0,75.0
55,514,24.0,316.0,242.0,75.0
55,541,23.0,396.0,302.0,75.0
55,565,24.0,241.0,306.0,75.0
55,590,25.0,228.0,410.0,75.0
55,610,19.0,320.0,381.0,75.0
55,625,20.0,300.0,476.0,75.0
55,643,10.0,231.0,417.0,75.0
55,656,12.0,291.0,472.0,75.0
55,672,10.0,192.0,523.0,75.0
55,687,12.0,256.0,575.0,75.0
55,703,19.0,319.0,576.0,75.0
55,718,23.0,371.0,531.0,75.0
56,4,18.0,245.0,130.0,75.0
56,35,13.0,204.0,182.0,75.0
56,67,20.0,332.0,168.0,75.0
56,98,15.0,385.0,239.0,75.0
56,131,22.0,196.0,192.0,75.0
56,162,22.0,147.0,285.0,75.0
56,194,13.0,154.0,267.0,75.0
56,225,13.0,160.0,370.0,75.0
56,259,11.0,282.0,220.0,75.0
56,290,11.0,260.0,324.0,75.0
56,322,12.0,381.0,324.0,75.0
56,353,11.0,368.0,410.0,75.0
56,386,21.0,115.0,370.0,75.0
56,417,18.0,140.0,465.0,75.0
56,449,24.0,175.0,476.0,75.0
56,480,22.0,210.0,550.0,75.0
56,514,24.0,313.0,247.0,75.0
56,541,24.0,395.0,304.0,75.0
56,565,24.0,241.0,308.0,75.0
56,590,25.0,231.0,410.0,75.0
56,610,19.0,321.0,381.0,75.0
56,625,19.0,296.0,486.0,75.0
56,643,9.0,231.0,420.0,75.0
56,656,11.0,301.0,493.0,75.0
56,672,9.0,186.0,523.0,75.0
56,687,13.0,263.0,585.0,75.0
56,703,20.0,323.0,578.0,75.0
56,718,23.0,375.0,523.0,75.0
57,4,16.0,238.0,129.0,75.0
57,35,13.0,200.0,186.0,75.0
57,67,19.0,326.0,171.0,75.0
57,98,15.0,384.0,237.0,75.0
57,131,24.0,202.0,189.0,75.0
57,162,22.0,146.0,281.0,75.0
57,194,12.0,155.0,275.0,75.0
57,225,12.0,161.0,377.0,75.0
57,259,9.0,282.0,225.0,75.0
57,290,12.0,255.0,330.0,75.0
57,322,12.0,380.0,324.0,75.0
57,353,11.0,361.0,407.0,75.0
57,386,20.0,115.0,374.0,75.0
57,417,16.0,139.0,473.0,75.0
57,449,24.0,174.0,476.0,75.0
57,480,22.0,213.0,554.0,75.0
57,514,24.0,306.0,249.0,75.0
57,541,24.0,398.0,305.0,75.0
57,565,24.0,239.0,310.0,75.0
57,590,24.0,236.0,412.0,75.0
57,610,19.0,315.0,375.0,75.0
57,625,19.0,296.0,483.0,75.0
57,643,11.0,233.0,429.0,75.0
57,656,10.0,316.0,499.0,75.0
57,672,10.0,194.0,529.0,75.0
57,687,13.0,280.0,590.0,75.0
57,703,20.0,333.0,573.0,75.0
57,718,24.0,382.0,511.0,75.0
58,4,18.0,239.0,121.0,75.0
58,35,12.0,192.0,179.0,75.0
58,67,18.0,327.0,163.0,75.0
58,98,15.0,384.0,238.0,75.0
58,132,22.0,184.0,184.0,75.0
58,147,24.0,209.0,219.0,75.0
58,162,22.0,133.0,289.0,75.0
58,194,13.0,157.0,273.0,75.0
58,225,12.0,159.0,385.0,75.0
58,260,8.0,271.0,203.0,75.0
58,275,10.0,308.0,252.0,75.0
58,290,11.0,265.0,336.0,75.0
58,322,11.0,366.0,319.0,75.0
58,353,11.0,354.0,406.0,75.0
58,386,21.0,116.0,372.0,75.0
58,417,15.0,148.0,482.0,75.0
58,449,24.0,173.0,476.0,75.0
58,480,22.0,211.0,550.0,75.0
58,514,23.0,307.0,247.0,75.0
58,541,25.0,390.0,305.0,75.0
58,565,22.0,236.0,313.0,75.0
58,590,26.0,232.0,408.0,75.0
58,610,18.0,298.0,374.0,75.0
58,625,20.0,301.0,482.0,75.0
58,643,11.0,237.0,434.0,75.0
58,656,11.0,323.0,506.0,75.0
58,672,10.0,197.0,530.0,75.0
58,687,14.0,280.0,593.0,75.0
58,703,20.0,344.0,569.0,75.0
58,718,24.0,388.0,499.0,75.0
59,4,16.0,242.0,130.0,75.0
59,35,13.0,205.0,193.0,75.0
59,68,15.0,331.0,152.0,75.0
59,83,19.0,348.0,174.0,75.0
59,98,14.0,399.0,237.0,75.0
59,132,22.0,182.0,176.0,75.0
59,147,25.0,218.0,218.0,75.0
59,163,22.0,132.0,253.0,75.0
59,178,23.0,153.0,307.0,75.0
59,194,12.0,162.0,266.0,75.0
59,225,12.0,163.0,372.0,75.0
59,260,9.0,275.0,210.0,75.0
59,275,10.0,312.0,257.0,75.0
59,291,8.0,241.0,314.0,75.0
59,306,11.0,279.0,352.0,75.0
59,323,9.0,379.0,318.0,75.0
59,338,13.0,407.0,355.0,75.0
59,353,11.0,347.0,416.0,75.0
59,387,18.0,101.0,344.0,75.0
59,402,22.0,133.0,382.0,75.0
59,418,14.0,115.0,457.0,75.0
59,433,16.0,151.0,511.0,75.0
59,450,23.0,147.0,470.0,75.0
59,465,27.0,181.0,500.0,75.0
59,480,20.0,210.0,557.0,75.0
59,514,24.0,313.0,243.0,75.0
59,541,24.0,387.0,312.0,75.0
59,565,23.0,249.0,316.0,75.0
59,590,24.0,230.0,411.0,75.0
59,610,18.0,316.0,372.0,75.0
59,625,19.0,283.0,480.0,75.0
59,643,11.0,234.0,435.0,75.0
59,656,11.0,324.0,511.0,75.0
59,672,10.0,198.0,524.0,75.0
59,687,14.0,281.0,585.0,75.0
59,703,20.0,335.0,568.0,75.0
59,718,24.0,382.0,498.0,75.0
60,5,14.0,252.0,123.0,75.0
60,20,19.0,277.0,144.0,75.0
60,36,13.0,186.0,172.0,75.0
60,51,15.0,231.0,211.0,75.0
60,68,14.0,339.0,153.0,75.0
60,83,20.0,369.0,179.0,75.0
60,99,11.0,383.0,231.0,75.0
60,114,16.0,406.0,277.0,75.0
60,132,21.0,194.0,163.0,75.0
60,147,25.0,214.0,213.0,75.0
60,163,21.0,136.0,240.0,75.0
60,178,25.0,143.0,299.0,75.0
60,195,11.0,156.0,251.0,75.0
60,210,15.0,184.0,286.0,75.0
60,225,10.0,162.0,369.0,75.0
60,260,8.0,273.0,206.0,75.0
60,275,9.0,315.0,263.0,75.0
60,291,8.0,239.0,305.0,75.0
60,306,10.0,280.0,357.0,75.0
60,323,10.0,384.0,324.0,75.0
60,338,14.0,410.0,373.0,75.0
60,354,10.0,348.0,413.0,75.0
60,369,12.0,366.0,437.0,75.0
60,387,17.0,105.0,329.0,75.0
60,402,21.0,133.0,380.0,75.0
60,418,14.0,114.0,445.0,75.0
60,433,15.0,156.0,506.0,75.0
60,450,24.0,138.0,468.0,75.0
60,465,26.0,177.0,509.0,75.0
60,481,19.0,189.0,561.0,75.0
60,496,22.0,234.0,574.0,75.0
60,514,23.0,315.0,247.0,75.0
60,541,24.0,386.0,330.0,75.0
60,565,23.0,246.0,323.0,75.0
60,590,24.0,228.0,415.0,75.0
60,610,18.0,317.0,365.0,75.0
60,625,19.0,277.0,474.0,75.0
60,643,10.0,230.0,426.0,75.0
60,656,11.0,327.0,513.0,75.0
60,672,9.0,196.0,511.0,75.0
60,687,13.0,285.0,583.0,75.0
60,703,20.0,337.0,564.0,75.0
60,718,23.0,373.0,494.0,75.0
61,5,15.0,266.0,121.0,75.0
61,20,21.0,286.0,151.0,75.0
61,36,14.0,188.0,169.0,75.0
61,51,15.0,232.0,216.0,75.0
61,68,14.0,345.0,156.0,75.0
61,83,19.0,372.0,187.0,75.0
61,99,12.0,384.0,235.0,75.0
61,114,15.0,416.0,282.0,75.0
61,132,22.0,198.0,149.0,75.0
61,147,25.0,215.0,221.0,75.0
61,163,22.0,142.0,231.0,75.0
61,178,25.0,143.0,298.0,75.0
61,195,12.0,158.0,248.0,75.0
61,210,16.0,198.0,286.0,75.0
61,226,10.0,156.0,335.0,75.0
61,241,13.0,153.0,383.0,75.0
61,260,9.0,267.0,195.0,75.0
61,275,9.0,315.0,264.0,75.0
61,291,8.0,236.0,295.0,75.0
61,306,10.0,276.0,354.0,75.0
61,323,10.0,385.0,331.0,75.0
61,338,14.0,408.0,384.0,75.0
61,354,10.0,357.0,416.0,75.0
61,369,13.0,379.0,455.0,75.0
61,387,17.0,104.0,315.0,75.0
61,402,22.0,147.0,381.0,75.0
61,418,16.0,108.0,433.0,75.0
61,433,16.0,162.0,502.0,75.0
61,450,23.0,132.0,473.0,75.0
61,465,25.0,180.0,511.0,75.0
61,481,19.0,179.0,556.0,75.0
61,496,23.0,227.0,574.0,75.0
61,514,23.0,319.0,240.0,75.0
61,541,24.0,391.0,326.0,75.0
61,565,24.0,253.0,336.0,75.0
61,590,25.0,225.0,426.0,75.0
61,611,19.0,342.0,371.0,75.0
61,618,16.0,305.0,354.0,75.0
61,625,18.0,275.0,474.0,75.0
61,643,10.0,225.0,423.0,75.0
61,656,10.0,323.0,511.0,75.0
61,672,9.0,185.0,507.0,75.0
61,687,12.0,273.0,580.0,75.0
61,703,18.0,332.0,567.0,75.0
61,718,24.0,368.0,501.0,75.0
62,5,15.0,268.0,113.0,75.0
62,20,23.0,283.0,163.0,75.0
62,36,14.0,183.0,161.0,75.0
62,51,15.0,238.0,226.0,75.0
62,68,14.0,339.0,144.0,75.0
62,83,20.0,372.0,183.0,75.0
62,99,12.0,390.0,233.0,75.0
62,114,16.0,415.0,283.0,75.0
62,132,22.0,195.0,154.0,75.0
62,147,25.0,213.0,238.0,75.0
62,163,22.0,139.0,227.0,75.0
62,178,25.0,141.0,303.0,75.0
62,195,11.0,153.0,244.0,75.0
62,210,17.0,201.0,294.0,75.0
62,226,11.0,146.0,334.0,75.0
62,241,14.0,151.0,387.0,75.0
62,260,9.0,257.0,185.0,75.0
62,275,10.0,323.0,264.0,75.0
62,291,9.0,230.0,288.0,75.0
62,306,9.0,277.0,357.0,75.0
62,323,10.0,388.0,328.0,75.0
62,338,14.0,408.0,392.0,75.0
62,354,9.0,358.0,418.0,75.0
62,369,14.0,379.0,463.0,75.0
62,387,17.0,103.0,311.0,75.0
62,402,22.0,151.0,386.0,75.0
62,418,16.0,101.0,437.0,75.0
62,433,15.0,171.0,507.0,75.0
62,450,24.0,135.0,471.0,75.0
62,465,25.0,184.0,521.0,75.0
62,481,19.0,176.0,561.0,75.0
62,496,22.0,238.0,579.0,75.0
62,514,23.0,321.0,235.0,75.0
62,541,23.0,387.0,322.0,75.0
62,565,23.0,258.0,343.0,75.0
62,590,25.0,236.0,431.0,75.0
62,611,20.0,355.0,374.0,75.0
62,618,15.0,297.0,357.0,75.0
62,625,17.0,286.0,473.0,75.0
62,643,10.0,222.0,416.0,75.0
62,656,10.0,323.0,503.0,75.0
62,672,9.0,189.0,506.0,75.0
62,687,12.0,269.0,575.0,75.0
62,703,17.0,337.0,565.0,75.0
62,718,24.0,371.0,501.0,75.0
63,5,15.0,268.0,112.0,75.0
63,20,23.0,295.0,159.0,75.0
63,36,13.0,184.0,150.0,75.0
63,51,16.0,245.0,238.0,75.0
63,68,14.0,329.0,144.0,75.0
63,83,20.0,382.0,191.0,75.0
63,99,11.0,390.0,225.0,75.0
63,114,15.0,418.0,293.0,75.0
63,132,22.0,201.0,150.0,75.0
63,147,25.0,217.0,241.0,75.0
63,163,22.0,141.0,215.0,75.0
63,178,25.0,138.0,313.0,75.0
63,195,11.0,151.0,233.0,75.0
63,210,16.0,206.0,304.0,75.0
63,226,10.0,145.0,321.0,75.0
63,241,15.0,145.0,388.0,75.0
63,260,9.0,251.0,178.0,75.0
63,275,10.0,325.0,270.0,75.0
63,291,10.0,225.0,271.0,75.0
63,306,10.0,284.0,360.0,75.0
63,323,9.0,387.0,320.0,75.0
63,338,13.0,415.0,406.0,75.0
63,354,9.0,362.0,414.0,75.0
63,369,15.0,381.0,470.0,75.0
63,387,16.0,104.0,302.0,75.0
63,402,23.0,149.0,398.0,75.0
63,418,16.0,101.0,441.0,75.0
63,433,15.0,173.0,507.0,75.0
63,450,23.0,135.0,469.0,75.0
63,465,26.0,190.0,533.0,75.0
63,481,19.0,165.0,556.0,75.0
63,496,23.0,238.0,589.0,75.0
63,514,23.0,316.0,247.0,75.0
63,541,23.0,393.0,320.0,75.0
63,565,23.0,249.0,346.0,75.0
63,590,24.0,225.0,434.0,75.0
63,611,20.0,359.0,376.0,75.0
63,618,15.0,297.0,348.0,75.0
63,625,18.0,284.0,465.0,75.0
63,643,10.0,220.0,412.0,75.0
63,656,10.0,318.0,506.0,75.0
63,672,9.0,187.0,492.0,75.0
63,687,12.0,263.0,580.0,75.0
63,703,17.0,326.0,564.0,75.0
63,718,24.0,367.0,499.0,75.0
64,5,14.0,266.0,115.0,75.0
64,20,24.0,296.0,157.0,75.0
64,36,14.0,190.0,147.0,75.0
64,51,16.0,252.0,238.0,75.0
64,68,14.0,322.0,147.0,75.0
64,83,18.0,386.0,196.0,75.0
64,99,10.0,384.0,225.0,75.0
64,114,16.0,420.0,302.0,75.0
64,132,23.0,196.0,156.0,75.0
64,147,25.0,219.0,234.0,75.0
64,163,22.0,144.0,223.0,75.0
64,178,25.0,136.0,319.0,75.0
64,195,12.0,145.0,225.0,75.0
64,210,16.0,203.0,310.0,75.0
64,226,10.0,139.0,325.0,75.0
64,241,15.0,142.0,387.0,75.0
64,260,9.0,246.0,178.0,75.0
64,275,10.0,324.0,271.0,75.0
64,291,10.0,219.0,257.0,75.0
64,306,9.0,285.0,352.0,75.0
64,323,9.0,385.0,321.0,75.0
64,338,15.0,415.0,413.0,75.0
64,354,9.0,355.0,407.0,75.0
64,369,16.0,392.0,471.0,75.0
64,387,16.0,106.0,307.0,75.0
64,402,24.0,149.0,403.0,75.0
64,418,16.0,100.0,431.0,75.0
64,433,16.0,165.0,508.0,75.0
64,450,23.0,133.0,478.0,75.0
64,465,25.0,196.0,537.0,75.0
64,481,19.0,162.0,556.0,75.0
64,496,22.0,247.0,593.0,75.0
64,514,23.0,316.0,246.0,75.0
64,541,23.0,387.0,319.0,75.0
64,565,23.0,252.0,350.0,75.0
64,590,25.0,231.0,436.0,75.0
64,611,20.0,366.0,375.0,75.0
64,618,14.0,296.0,351.0,75.0
64,626,18.0,303.0,467.0,75.0
64,633,17.0,253.0,470.0,75.0
64,643,10.0,212.0,401.0,75.0
64,656,10.0,311.0,505.0,75.0
64,672,9.0,182.0,487.0,75.0
64,687,13.0,264.0,580.0,75.0
64,703,18.0,342.0,565.0,75.0
64,718,24.0,361.0,501.0,75.0
65,5,14.0,252.0,116.0,75.0
65,20,24.0,290.0,155.0,75.0
65,36,14.0,187.0,149.0,75.0
65,51,16.0,250.0,234.0,75.0
65,68,14.0,320.0,142.0,75.0
65,83,19.0,386.0,195.0,75.0
65,99,11.0,379.0,215.0,75.0
65,114,16.0,417.0,297.0,75.0
65,132,23.0,191.0,160.0,75.0
65,147,25.0,221.0,236.0,75.0
65,163,22.0,143.0,227.0,75.0
65,178,25.0,149.0,316.0,75.0
65,195,12.0,140.0,228.0,75.0
65,210,16.0,210.0,308.0,75.0
65,226,10.0,143.0,317.0,75.0
65,241,16.0,141.0,385.0,75.0
65,260,9.0,248.0,178.0,75.0
65,275,10.0,322.0,261.0,75.0
65,291,10.0,225.0,252.0,75.0
65,306,9.0,282.0,343.0,75.0
65,323,9.0,383.0,316.0,75.0
65,338,14.0,417.0,414.0,75.0
65,354,8.0,349.0,402.0,75.0
65,369,16.0,396.0,480.0,75.0
65,387,17.0,106.0,308.0,75.0
65,402,24.0,155.0,397.0,75.0
65,418,16.0,103.0,429.0,75.0
65,433,16.0,163.0,504.0,75.0
65,450,24.0,135.0,474.0,75.0
65,465,25.0,196.0,530.0,75.0
65,481,18.0,158.0,556.0,75.0
65,496,24.0,244.0,583.0,75.0
65,514,23.0,315.0,250.0,75.0
65,541,23.0,384.0,323.0,75.0
65,565,23.0,255.0,348.0,75.0
65,590,24.0,241.0,440.0,75.0
65,611,19.0,378.0,377.0,75.0
65,618,13.0,291.0,350.0,75.0
65,626,16.0,311.0,459.0,75.0
65,633,17.0,243.0,469.0,75.0
65,643,10.0,210.0,404.0,75.0
65,656,9.0,305.0,503.0,75.0
65,672,10.0,178.0,487.0,75.0
65,687,12.0,262.0,579.0,75.0
65,703,18.0,336.0,557.0,75.0
65,718,23.0,355.0,502.0,75.0
66,5,15.0,247.0,116.0,75.0
66,20,24.0,285.0,156.0,75.0
66,36,14.0,179.0,159.0,75.0
66,51,16.0,246.0,232.0,75.0
66,68,13.0,313.0,145.0,75.0
66,83,19.0,389.0,199.0,75.0
66,99,11.0,377.0,212.0,75.0
66,114,16.0,414.0,298.0,75.0
66,132,23.0,190.0,160.0,75.0
66,147,25.0,226.0,236.0,75.0
66,163,22.0,138.0,230.0,75.0
66,178,25.0,146.0,318.0,75.0
66,195,12.0,136.0,233.0,75.0
66,210,16.0,208.0,309.0,75.0
66,226,10.0,149.0,316.0,75.0
66,241,16.0,149.0,392.0,75.0
66,260,9.0,244.0,178.0,75.0
66,275,10.0,318.0,260.0,75.0
66,291,9.0,223.0,252.0,75.0
66,306,10.0,272.0,341.0,75.0
66,323,9.0,382.0,311.0,75.0
66,338,15.0,419.0,409.0,75.0
66,354,9.0,351.0,397.0,75.0
66,369,16.0,397.0,476.0,75.0
66,387,18.0,107.0,312.0,75.0
66,402,23.0,152.0,391.0,75.0
66,418,16.0,102.0,426.0,75.0
66,433,16.0,160.0,497.0,75.0
66,450,24.0,135.0,475.0,75.0
66,465,25.0,200.0,526.0,75.0
66,481,18.0,156.0,553.0,75.0
66,496,23.0,235.0,585.0,75.0
66,514,24.0,312.0,244.0,75.0
66,541,23.0,386.0,325.0,75.0
66,565,22.0,259.0,348.0,75.0
66,590,23.0,242.0,437.0,75.0
66,611,18.0,383.0,376.0,75.0
66,618,14.0,295.0,355.0,75.0
66,626,16.0,315.0,463.0,75.0
66,633,16.0,237.0,475.0,75.0
66,643,10.0,221.0,405.0,75.0
66,656,9.0,304.0,508.0,75.0
66,672,9.0,186.0,488.0,75.0
66,687,13.0,264.0,572.0,75.0
66,704,17.0,362.0,544.0,75.0
66,711,21.0,319.0,569.0,75.0
66,718,24.0,354.0,495.0,75.0
67,5,15.0,254.0,115.0,75.0
67,20,24.0,295.0,152.0,75.0
67,36,14.0,189.0,154.0,75.0
67,51,17.0,244.0,228.0,75.0
67,68,13.0,326.0,152.0,75.0
67,83,18.0,391.0,205.0,75.0
67,99,11.0,380.0,215.0,75.0
67,114,16.0,416.0,304.0,75.0
67,132,24.0,203.0,158.0,75.0
67,147,25.0,228.0,234.0,75.0
67,163,22.0,139.0,223.0,75.0
67,178,25.0,152.0,319.0,75.0
67,195,12.0,141.0,226.0,75.0
67,210,16.0,202.0,296.0,75.0
67,226,10.0,150.0,307.0,75.0
67,241,16.0,151.0,382.0,75.0
67,260,9.0,246.0,176.0,75.0
67,275,10.0,311.0,259.0,75.0
67,291,10.0,224.0,256.0,75.0
67,306,11.0,261.0,332.0,75.0
67,323,9.0,376.0,309.0,75.0
67,338,15.0,420.0,410.0,75.0
67,354,9.0,349.0,392.0,75.0
67,369,16.0,394.0,470.0,75.0
67,387,17.0,103.0,307.0,75.0
67,402,24.0,151.0,388.0,75.0
67,418,17.0,114.0,432.0,75.0
67,433,17.0,151.0,507.0,75.0
67,450,24.0,132.0,468.0,75.0
67,465,25.0,197.0,527.0,75.0
67,481,18.0,160.0,555.0,75.0
67,496,22.0,236.0,585.0,75.0
67,514,23.0,321.0,253.0,75.0
67,541,22.0,380.0,326.0,75.0
67,565,23.0,258.0,342.0,75.0
67,590,24.0,239.0,437.0,75.0
67,611,17.0,378.0,381.0,75.0
67,618,14.0,291.0,358.0,75.0
67,626,15.0,315.0,466.0,75.0
67,633,16.0,223.0,481.0,75.0
67,643,9.0,218.0,403.0,75.0
67,656,9.0,307.0,507.0,75.0
67,672,9.0,174.0,487.0,75.0
67,687,13.0,269.0,573.0,75.0
67,704,18.0,369.0,547.0,75.0
67,711,21.0,319.0,569.0,75.0
67,718,24.0,349.0,486.0,75.0
68,5,14.0,256.0,118.0,75.0
68,20,23.0,290.0,140.0,75.0
68,36,14.0,191.0,160.0,75.0
68,51,17.0,239.0,226.0,75.0
68,68,13.0,334.0,151.0,75.0
68,83,19.0,394.0,211.0,75.0
68,99,11.0,383.0,220.0,75.0
68,114,16.0,417.0,311.0,75.0
68,132,23.0,188.0,161.0,75.0
68,147,25.0,226.0,238.0,75.0
68,163,23.0,140.0,227.0,75.0
68,178,24.0,140.0,319.0,75.0
68,195,12.0,147.0,226.0,75.0
68,210,16.0,199.0,295.0,75.0
68,226,10.0,151.0,307.0,75.0
68,241,15.0,152.0,382.0,75.0
68,260,9.0,253.0,175.0,75.0
68,275,10.0,316.0,254.0,75.0
68,291,10.0,234.0,256.0,75.0
68,306,10.0,268.0,336.0,75.0
68,323,9.0,376.0,310.0,75.0
68,338,16.0,420.0,408.0,75.0
68,354,9.0,349.0,400.0,75.0
68,369,16.0,398.0,470.0,75.0
68,387,17.0,104.0,313.0,75.0
68,402,23.0,146.0,386.0,75.0
68,418,17.0,114.0,426.0,75.0
68,433,16.0,146.0,503.0,75.0
68,450,24.0,130.0,470.0,75.0
